Numer KRS,Regon,Nip,Nazwa firmy,Forma prawna,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer domu,Numer lokalu,Kod pocztowy,Poczta,Numer kierunkowy 1,Telefon 1,Numer kierunkowy 2,Telefon 2,Kierunowy fax,Fax,Kapitał,Data rozpoczęcia działalności,Data powstania,Adres WWW,Adres Email,Główny PKD,Zatrudnienie,PKD 1,PKD 2,PKD 3,Pierwsze imię,Drugie imię,Nazwisko lub Nazwa ,Nazwisko drugi człon,Funkcja,Data wpisania,Column1
i2819832,975753,5451790366,NOWODWORSKI OŚRODEK KULTURY W NOWYM DWORZE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SOKÓLSKI,NOWY DWÓR,NOWY DWÓR,UL. PLAC RYNKOWY,21,,16-205,NOWY DWÓR,,857226042,,,,,0,4/1/1982,4/1/1982,,n.d.kultura@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819823,976072,5451694467,GMINNY OŚRODEK KULTURY W KRYNKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SOKÓLSKI,KRYNKI,KRYNKI,UL. GRODZIEŃSKA,7,,16-120,KRYNKI,,857228121,,,,857228121,0,4/1/1982,4/1/1982,,gok@krynki.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819828,976066,5451633477,GMINNY OŚRODEK KULTURY SPORTU I TURYSTYKI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SOKÓLSKI,KORYCIN,KORYCIN,UL. KNYSZYŃSKA,2A,,16-140,KORYCIN,,857229187,,,,,0,4/1/1982,4/1/1982,www.goksitkorycin.pl,goksitkorycin@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819829,976400,5451632911,GMINNY OŚRODEK KULTURY SPORTU I TURYSTYKI W SUCHOWOLI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SOKÓLSKI,SUCHOWOLA,SUCHOWOLA,PLAC KOŚCIUSZKI,13,,16-150,SUCHOWOLA,,857229413,,,85,7229413,0,4/1/1982,5/12/2007,,ok.suchowola@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819958,975865,5461184383,"GMINNY OŚRODEK KULTURY, SPORTU I TURYSTYKI W JASIONÓWCE",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,MONIECKI,JASIONÓWKA,JASIONÓWKA,UL. RYNEK,19,,19-122,JASIONÓWKA,,857278033,,,85,7278031,0,4/1/1982,4/1/1982,www.jasionowka.naszgok.pl,goksit@jasionowka.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819957,905273,5461312875,KNYSZYŃSKI OŚRODEK KULTURY W KNYSZYNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,MONIECKI,KNYSZYN,KNYSZYN,UL. RYNEK,39,,19-120,KNYSZYN,,857279997,,,,,0,10/1/1981,10/1/1981,www.kok.knyszyn.pl,dyrektor@kok.knyszyn.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819859,284546,5431023238,BIELSKI DOM KULTURY W BIELSKU PODLASKIM IMIENIA MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,BIELSKI,BIELSK PODLASKI,BIELSK PODLASKI,UL. 3 MAJA,2,,17-100,BIELSK PODLASKI,,857303414,,,,857308588,0,12/15/1975,12/15/1975,www.bdkbielsk.pl,sekretariat@bdkbielsk.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819864,50346774,5431746876,GMINNY OŚRODEK KULTURY W BOĆKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,BIELSKI,BOĆKI,BOĆKI,UL. DUBIEŃSKA,11,,17-111,BOĆKI,,857313043,,,,,0,1/1/1995,1/1/1995,,gok@gokbocki.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819804,200056419,9661829562,MIEJSKI OŚRODEK ANIMACJI KULTURY W WASILKOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,BIAŁOSTOCKI,WASILKÓW,WASILKÓW,UL. ŻURAWIA,13,,16-010,WASILKÓW,,857333567,,,,,0,1/1/2006,1/1/2006,,moak@wasilkow.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819868,905221,5431014765,MIEJSKI OŚRODEK KULTURY W BRAŃSKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,BIELSKI,BRAŃSK,BRAŃSK,UL. RYNEK,19,,17-120,BRAŃSK,,857375361,,,,,0,10/1/1981,10/1/1981,,mok.bransk@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819953,287214,7191002544,GMINNY OŚRODEK KULTURY W GONIĄDZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,MONIECKI,GONIĄDZ,GONIĄDZ,UL. STARY RYNEK,23,,19-110,GONIĄDZ,,857380021,,,,857380021,0,12/15/1975,3/14/2002,www.goniadz.naszgok.pl,gok@goniadz.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819862,978102,5432133621,GMINNY OŚRODEK KULTURY W ORLI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,BIELSKI,ORLA,ORLA,UL. MICKIEWICZA,4,,17-106,ORLA,,857392059,,,,,0,4/1/1982,4/1/1982,,gok-orla@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2716411,276877,5421007120,PODLASKI INSTYTUT KULTURY W BIAŁYMSTOKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK,UL. JANA KILIŃSKIEGO,8,,15-089,BIAŁYSTOK,,857403710,,,,857403719,0,12/15/1975,12/15/1975,www.woakbialystok.pl,woak@woak.bialystok.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2819787,50005228,5421951965,"DOM KULTURY ""ŚRÓDMIEŚCIE"" W BIAŁYMSTOKU",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK,UL. JANA KILIŃSKIEGO,13,,15-089,BIAŁYSTOK,,857416517,,,,857416517,0,2/4/1991,2/4/1991,,bdks@dksrodmiescie.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3197657,366210700,5423264795,BIAŁOSTOCKI OŚRODEK KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK,UL. LEGIONOWA,5,,15-281,BIAŁYSTOK,,857461311,,,,,0,1/2/2017,1/2/2017,www.bok.bialystok.pl/,sekretariat@bok.bialystok.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819932,450022792,7211137892,GMINNY OŚRODEK KULTURY W ZBÓJNEJ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ŁOMŻYŃSKI,ZBÓJNA,ZBÓJNA,UL. ŁOMŻYŃSKA,44,,18-416,ZBÓJNA,,862140038,,,,862140038,0,10/13/1992,12/14/1992,,gok.zbojna@2com.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2713614,926708,7180007644,MIEJSKI DOM KULTURY DOM ŚRODOWISK TWÓRCZYCH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,M. ŁOMŻA,M. ŁOMŻA,ŁOMŻA,UL. WOJSKA POLSKIEGO,3,,18-400,ŁOMŻA,,862163226,,,,,0,12/7/1981,12/7/1981,www.mdk.lomza.pl,sekretariat@mdk.lomza.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2819937,927004,7181834303,GMINNY OŚRODEK KULTURY W PIĄTNICY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ŁOMŻYŃSKI,PIĄTNICA,PIĄTNICA PODUCHOWNA,UL. SZKOLNA,25,,18-421,PIĄTNICA PODUCHOWNA,,862164434,,,,,0,12/7/1981,11/5/1992,,gok@gokpiatnica.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819935,200036718,7182000451,MIEJSKO-GMINNY OŚRODEK KULTURY W JEDWABNEM,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ŁOMŻYŃSKI,JEDWABNE,JEDWABNE,UL. PIĘKNA,8,,18-420,JEDWABNE,,862172124,,,,,0,9/22/2005,9/22/2005,,,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819929,451149550,7182046252,GMINNY OŚRODEK KULTURY W MIASTKOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ŁOMŻYŃSKI,MIASTKOWO,MIASTKOWO,UL. ŁOMŻYŃSKA,25,1,18-413,MIASTKOWO,,862174499,,,,,0,6/1/2002,6/27/2002,www.miastkowo.pl,gok@miastkowo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819931,450011251,7181425415,MIEJSKO-GMINNY OŚRODEK KULTURY W NOWOGRODZIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ŁOMŻYŃSKI,NOWOGRÓD,NOWOGRÓD,UL. ŁOMŻYŃSKA,13,,18-414,NOWOGRÓD,,862175545,,,,,0,1/11/1992,6/16/1992,,mgoknowogrod15@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819927,450010180,7182025497,GMINNY OŚRODEK KULTURY W ŚNIADOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ŁOMŻYŃSKI,ŚNIADOWO,ŚNIADOWO,UL. OSTROŁĘCKA,13,,18-411,ŚNIADOWO,,862176169,,,,862176146,0,6/1/1990,4/24/2006,,goksniadowo@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i5454347,524052853,7182164164,CENTRUM KULTURY GMINY ŁOMŻA,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,M. ŁOMŻA,M. ŁOMŻA,PODGÓRZE,UL. ŁOMŻYŃSKA,30,,18-400,ŁOMŻA,,862178223,,,,,0,1/1/2023,1/1/2023,,centrumkultury@gminalomza.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2716440,282375,7181010714,REGIONALNY OŚRODEK KULTURY W ŁOMŻY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,M. ŁOMŻA,M. ŁOMŻA,ŁOMŻA,UL. STANISŁAWA MAŁACHOWSKIEGO,4,,18-403,ŁOMŻA,,862190111,,,,862190111,0,12/15/1975,12/15/1975,,rok@4lomza.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i5136542,520831359,7231640039,GMINNY OŚRODEK KULTURY I BIBLIOTEKA W RUTKACH-KOSSAKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ZAMBROWSKI,RUTKI,RUTKI-KOSSAKI,UL. 11 LISTOPADA,5,,18-312,RUTKI-KOSSAKI,,862701041,,,,,0,1/1/2022,1/1/2022,,gokib@gokib-rutki.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3142801,1231575,7231498759,MIEJSKI OŚRODEK KULTURY W ZAMBROWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ZAMBROWSKI,ZAMBRÓW,ZAMBRÓW,UL. PRYMASA STEFANA WYSZYŃSKIEGO,2A,,18-300,ZAMBRÓW,,862712799,,,,862710602,0,1/1/1986,7/4/2000,www.mokzambrow.pl,mok.zambrow@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2531279,363392792,7191568085,GRAJEWSKIE CENTRUM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,GRAJEWSKI,GRAJEWO,GRAJEWO,UL. WOJSKA POLSKIEGO,20,,19-200,GRAJEWO,,862722991,,,,,0,1/1/2016,1/1/2016,www.gckgrajewo.pl,sekretariat@gckgrajewo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2819968,200059955,7191504613,GMINNY OŚRODEK KULTURY I SPORTU W WĄSOSZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,GRAJEWSKI,WĄSOSZ,WĄSOSZ,UL. PIASKOWA,1,,19-222,WĄSOSZ,,862731037,,,,,0,6/29/2001,6/29/2001,,gok3@tlen.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819901,675933,7221166062,MIEJSKI OŚRODEK KULTURY W WYSOKIEM MAZOWIECKIEM,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,WYSOKOMAZOWIECKI,WYSOKIE MAZOWIECKIE,WYSOKIE MAZOWIECKIE,UL. LUDOWA,19,,18-200,WYSOKIE MAZOWIECKIE,,862752343,,,,862752343,0,5/1/1976,7/27/1993,,mokwysmaz@poczta.onet.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819911,450163558,7221552078,GMINNY OŚRODEK KULTURY W CZYŻEWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,WYSOKOMAZOWIECKI,CZYŻEW,CZYŻEW,UL. MAZOWIECKA,34,,18-220,CZYŻEW,,862755289,,,,,0,11/21/1996,9/17/1992,,kulczyzew@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819914,450011015,7221149282,CIECHANOWIECKI OŚRODEK KULTURY I SPORTU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,WYSOKOMAZOWIECKI,CIECHANOWIEC,CIECHANOWIEC,UL. MOSTOWA,6,,18-230,CIECHANOWIEC,,862771181,,,86,2771630,0,1/1/1992,12/2/2005,,cokis@ciechanowiec.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2825835,551264583,7591583987,GMINNY OŚRODEK KULTURY I SPORTU W BOGUTACH-PIANKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,OSTROWSKI,BOGUTY-PIANKI,BOGUTY-PIANKI,UL. PAWŁA OLSZEWSKIEGO,2,,07-325,BOGUTY-PIANKI,,862775074,,,86,2775003,0,11/26/2002,8/19/2002,,gokisboguty@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2713621,675940,7211137076,KOLNEŃSKI OŚRODEK KULTURY I SPORTU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,KOLNEŃSKI,KOLNO,KOLNO,UL. MARII KONOPNICKIEJ,4,,18-500,KOLNO,,862782221,,,86,2782333,0,5/1/1976,5/1/1976,www.kokiskolno.pl,sekretariat@kokiskolno.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2819948,450673182,2910165414,GMINNY OŚRODEK KULTURY I SPORTU W STAWISKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,KOLNEŃSKI,STAWISKI,STAWISKI,UL. KRÓTKA,4,,18-520,STAWISKI,,862785066,,,,862785579,0,5/5/1999,4/1/1992,,biblioteka.stawiski@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819950,450710150,2910174850,GMINNY OŚRODEK KULTURY W TUROŚLI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,KOLNEŃSKI,TUROŚL,TUROŚL,UL. AKACJOWA,2,,18-525,TUROŚL,,862786132,,,,862786132,0,11/30/1992,5/8/1992,www.turosl.pl,gok@turosl.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819945,450010257,7210003505,GMINNY OŚRODEK KULTURY W GRABOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,KOLNEŃSKI,GRABOWO,GRABOWO,UL. SZKOLNA,1,,18-507,GRABOWO,,862790078,,,,,0,12/5/1991,3/30/1992,,gokgrabowo@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819946,450010168,2910174844,GMINNY OŚRODEK KULTURY W MAŁYM PŁOCKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,KOLNEŃSKI,MAŁY PŁOCK,MAŁY PŁOCK,UL. KS. TADEUSZA CIBOROWSKIEGO,38,,18-516,MAŁY PŁOCK,,862791375,,,,862791250,0,12/3/1991,3/20/1998,,mkryszczuk@malyplock.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819907,1285157,7221000172,GMINNY OŚRODEK KULTURY W SZEPIETOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,WYSOKOMAZOWIECKI,SZEPIETOWO,SZEPIETOWO,UL. HENRYKA SIENKIEWICZA,52,,18-210,SZEPIETOWO,,864760102,,,,,0,1/1/1988,7/17/1992,,gok@szepietowo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3197293,366207364,7221629705,CENTRUM KULTURALNO-BIBLIOTECZNE W SOKOŁACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,WYSOKOMAZOWIECKI,SOKOŁY,SOKOŁY,UL. KOLEJOWA,3,,18-218,SOKOŁY,,864763178,,,,,0,1/1/2017,1/1/2017,,ckb.sokoly@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i5454291,524047852,7231641429,CENTRUM BIBLIOTECZNO-KULTURALNE W SZUMOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ZAMBROWSKI,SZUMOWO,SZUMOWO,UL. SIERŻ. PCHOR. ZYGMUNTA PRZEŹDZIECKIEGO,2,,18-305,SZUMOWO,,864769294,,,,,0,1/1/2023,1/1/2023,,gokszumowo@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819917,450009998,7231572220,GMINNY OŚRODEK KULTURY W SZUMOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,ZAMBROWSKI,SZUMOWO,SZUMOWO,UL. SIERŻ. PCHOR. ZYGMUNTA PRZEŹDZIECKIEGO,2,,18-305,SZUMOWO,,864769294,,,,,0,11/29/1991,11/15/1999,,szumowo@szumowo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3375870,451209535,7221524403,GMINNY OŚRODEK KULTURY W KLUKOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,WYSOKOMAZOWIECKI,KLUKOWO,KLUKOWO,UL. MAZOWIECKA,14,,18-214,KLUKOWO,,864782222,,,,,0,1/1/2005,11/25/2004,,gok@klukowo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819961,975813,5461286652,GMINNY OŚRODEK KULTURY W JAŚWIŁACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,MONIECKI,JAŚWIŁY,JAŚWIŁY,,14,,19-124,JAŚWIŁY,,867168743,,,,,0,4/1/1982,7/2/2002,www.jaswily.pl,gok14jaswily@o2.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819702,965223,8451148743,GMINNY OŚRODEK KULTURY W WYDMINACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,GIŻYCKI,WYDMINY,WYDMINY,PL. RYNEK,1/3,,11-510,WYDMINY,,874210142,,,,,0,11/25/1981,6/26/2000,www.gokwydminy.net,gok@wydminy.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2825996,790676292,7421857546,"CENTRUM KULTURY ""KŁOBUK"" W MIKOŁAJKACH",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,MRĄGOWSKI,MIKOŁAJKI,MIKOŁAJKI,UL. KOLEJOWA,6,,11-730,MIKOŁAJKI,,874216451,,,,,0,4/1/1999,2/10/2004,www.klobuk.mikolajki.pl,klobuk@mikolajki.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2722652,364104884,8451986800,BIBLIOTEKA I OŚRODEK KULTURY GMINY KRUKLANKI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,GIŻYCKI,KRUKLANKI,KRUKLANKI,UL. 22 LIPCA,19,,11-612,KRUKLANKI,,874217301,,,,,0,2/9/2016,2/9/2016,,gok@kruklanki.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,WŁAŚCICIEL,09.02.2016,
i2819724,767291,8491282146,DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,PISKI,RUCIANE-NIDA,RUCIANE-NIDA,UL. GWARNA,2 A,,12-220,RUCIANE-NIDA,,874231033,,,,874231033,0,7/1/1977,7/1/1977,,dkruciane@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2713486,687445,8491027371,PISKI DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,PISKI,PISZ,PISZ,PL. IGNACEGO DASZYŃSKIEGO,16,,12-200,PISZ,,874232262,,,,874232675,0,1/1/1977,1/1/1977,www.pdk.pisz.pl,pdkpisz@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2819726,821501,8491271042,MIEJSKO-GMINNY OŚRODEK KULTURY W BIAŁEJ PISKIEJ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,PISKI,BIAŁA PISKA,BIAŁA PISKA,UL. SIKORSKIEGO,4,,12-230,BIAŁA PISKA,,874239127,,,,,0,2/14/1979,9/1/1989,www.domkulturybiala.pl,mgokbialapiska@onet.eu,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2717983,687451,8451780814,WĘGORZEWSKIE CENTRUM KULTURY W WĘGORZEWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,WĘGORZEWSKI,WĘGORZEWO,WĘGORZEWO,UL. GENERAŁA JÓZEFA BEMA,14,,11-600,WĘGORZEWO,,874272641,,,,,0,1/1/1977,1/1/1977,,wck@wegorzewo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2819706,910162,8451435744,GMINNY OŚRODEK KULTURY W BUDRACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,WĘGORZEWSKI,BUDRY,BUDRY,ALEJA WOJSKA POLSKIEGO,18,,11-606,BUDRY,,874278048,,,,,0,11/5/1981,11/5/1981,www.gokbudry.xip.pl,gokbudry@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819708,963307,8450010853,GMINNY OŚRODEK KULTURY W POZEZDRZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,WĘGORZEWSKI,POZEZDRZE,POZEZDRZE,UL. WOLNOŚCI,4,,11-610,POZEZDRZE,,874279042,,,,,0,11/25/1981,10/23/2000,,gok.pozezdrze@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
